# AUTHOR: C. Espinosa
#  COLUMN23: OH_Cur20_R23      ,float,  12+log(O/H)  ,oxygen abundance for Cur20_R23
#  COLUMN24: OH_Cur20_O3N2      ,float,  12+log(O/H)  ,oxygen abundance for Cur20_O3N2
#  COLUMN25: OH_Cur20_O3S2      ,float,  12+log(O/H)  ,oxygen abundance for Cur20_O3S2
#  COLUMN26: OH_KK04      ,float,  12+log(O/H)  ,oxygen abundance for KK04
#  COLUMN27: OH_Ho      ,float,  12+log(O/H)  ,oxygen abundance for Ho
#  COLUMN28: OH_NB      ,float,  12+log(O/H)  ,oxygen abundance for NB
#  COLUMN29: OH_HCm_no_interp      ,float,  12+log(O/H)  ,oxygen abundance for HCm_no_interp
#  COLUMN30: OH_HCm_interp      ,float,  12+log(O/H)  ,oxygen abundance for HCm_interp
#  COLUMN31: OH_IZI_J_dop_k_20      ,float,  12+log(O/H)  ,oxygen abundance for IZI_J_dop_k_20
#  COLUMN32: OH_IZI_mean_dop_k_20      ,float,  12+log(O/H)  ,oxygen abundance for IZI_mean_dop_k_20
#  COLUMN33: OH_IZI_max_dop_k_20      ,float,  12+log(O/H)  ,oxygen abundance for IZI_max_dop_k_20
#  COLUMN34: OH_IZI_J_dop_k_inf      ,float,  12+log(O/H)  ,oxygen abundance for IZI_J_dop_k_inf
#  COLUMN35: OH_IZI_mean_dop_k_inf      ,float,  12+log(O/H)  ,oxygen abundance for IZI_mean_dop_k_inf
#  COLUMN36: OH_IZI_max_dop_k_inf      ,float,  12+log(O/H)  ,oxygen abundance for IZI_max_dop_k_inf
#  COLUMN37: OH_IZI_J_levesque      ,float,  12+log(O/H)  ,oxygen abundance for IZI_J_levesque
#  COLUMN38: OH_IZI_mean_levesque      ,float,  12+log(O/H)  ,oxygen abundance for IZI_mean_levesque
#  COLUMN39: OH_IZI_max_levesque      ,float,  12+log(O/H)  ,oxygen abundance for IZI_max_levesque
#  COLUMN40: OH_IZI_J_byler      ,float,  12+log(O/H)  ,oxygen abundance for IZI_J_byler
#  COLUMN41: OH_IZI_mean_byler      ,float,  12+log(O/H)  ,oxygen abundance for IZI_mean_byler
#  COLUMN42: OH_IZI_max_byler      ,float,  12+log(O/H)  ,oxygen abundance for IZI_max_byler
#  COLUMN43: OH_IZI_J_byler_CSFR      ,float,  12+log(O/H)  ,oxygen abundance for IZI_J_byler_CSFR
#  COLUMN44: OH_IZI_mean_byler_CSFR      ,float,  12+log(O/H)  ,oxygen abundance for IZI_mean_byler_CSFR
#  COLUMN45: OH_IZI_max_byler_CSFR      ,float,  12+log(O/H)  ,oxygen abundance for IZI_max_byler_CSFR
#  COLUMN46: U_Dors_O32      ,float,  dex  ,log ionization parameter for Dors_O32
#  COLUMN47: U_Dors_S      ,float,  dex  ,log ionization parameter for Dors_S
#  COLUMN48: U_Mor16_O23_fs      ,float,  dex  ,log ionization parameter for Mor16_O23_fs
#  COLUMN49: U_Mor16_O23_ts      ,float,  dex  ,log ionization parameter for Mor16_O23_ts
#  COLUMN50: U_Mor16_S23      ,float,  dex  ,log ionization parameter for Mor16_S23
#  COLUMN51: U_NB      ,float,  dex  ,log ionization parameter for NB
#  COLUMN52: U_HCm_no_interp      ,float,  dex  ,log ionization parameter for HCm_no_interp
#  COLUMN53: U_HCm_interp      ,float,  dex  ,log ionization parameter for HCm_interp
#  COLUMN54: q_IZI_J_dop_k_20      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_J_dop_k_20
#  COLUMN55: q_IZI_mean_dop_k_20      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_mean_dop_k_20
#  COLUMN56: q_IZI_max_dop_k_20      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_max_dop_k_20
#  COLUMN57: q_IZI_J_dop_k_inf      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_J_dop_k_inf
#  COLUMN58: q_IZI_mean_dop_k_inf      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_mean_dop_k_inf
#  COLUMN59: q_IZI_max_dop_k_inf      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_max_dop_k_inf
#  COLUMN60: q_IZI_J_levesque      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_J_levesque
#  COLUMN61: q_IZI_mean_levesque      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_mean_levesque
#  COLUMN62: q_IZI_max_levesque      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_max_levesque
#  COLUMN63: q_IZI_J_byler      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_J_byler
#  COLUMN64: q_IZI_mean_byler      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_mean_byler
#  COLUMN65: q_IZI_max_byler      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_max_byler
#  COLUMN66: q_IZI_J_byler_CSFR      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_J_byler_CSFR
#  COLUMN67: q_IZI_mean_byler_CSFR      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_mean_byler_CSFR
#  COLUMN68: q_IZI_max_byler_CSFR      ,float,  dex  ,log of ionization parameter (q/cms^-1) for IZI_max_byler_CSFR
#  COLUMN69: NH_Pil16_R      ,float,  dex  ,log nitrogen abundance for Pil16_R
#  COLUMN70: NO_HCm_no_interp      ,float,  dex  ,log nitrogen-oxygen ratio for HCm_no_interp
#  COLUMN71: NO_HCm_interp      ,float,  dex  ,log nitrogen-oxygen ratio for HCm_interp
#  COLUMN72: Ne_Oster_S      ,float,  dex  ,log electron density (n_e/cm^-3) for Oster_S
#  COLUMN73: eAv      ,float,  mag  ,error dust attenuation
#  COLUMN74: eOH_M13_N2      ,float,    ,error oxygen abundance for M13_N2
#  COLUMN75: eOH_M13_O3N2      ,float,    ,error oxygen abundance for M13_O3N2
#  COLUMN76: eOH_T04      ,float,    ,error oxygen abundance for T04
#  COLUMN77: eOH_Pet04_N2_lin      ,float,    ,error oxygen abundance for Pet04_N2_lin
#  COLUMN78: eOH_Pet04_N2_poly      ,float,    ,error oxygen abundance for Pet04_N2_poly
#  COLUMN79: eOH_Pet04_O3N2      ,float,    ,error oxygen abundance for Pet04_O3N2
#  COLUMN80: eOH_Kew02_N2O2      ,float,    ,error oxygen abundance for Kew02_N2O2
#  COLUMN81: eOH_Pil10_ONS      ,float,    ,error oxygen abundance for Pil10_ONS
#  COLUMN82: eOH_Pil10_ON      ,float,    ,error oxygen abundance for Pil10_ON
#  COLUMN83: eOH_Pil11_NS      ,float,    ,error oxygen abundance for Pil11_NS
#  COLUMN84: eOH_Pil16_R      ,float,    ,error oxygen abundance for Pil16_R
#  COLUMN85: eOH_Pil16_S      ,float,    ,error oxygen abundance for Pil16_S
#  COLUMN86: eOH_Cur20_RS32      ,float,    ,error oxygen abundance for Cur20_RS32
#  COLUMN87: eOH_Cur20_R3      ,float,    ,error oxygen abundance for Cur20_R3
#  COLUMN88: eOH_Cur20_O3O2      ,float,    ,error oxygen abundance for Cur20_O3O2
#  COLUMN89: eOH_Cur20_S2      ,float,    ,error oxygen abundance for Cur20_S2
#  COLUMN90: eOH_Cur20_R2      ,float,    ,error oxygen abundance for Cur20_R2
#  COLUMN91: eOH_Cur20_N2      ,float,    ,error oxygen abundance for Cur20_N2
#  COLUMN92: eOH_Cur20_R23      ,float,    ,error oxygen abundance for Cur20_R23
#  COLUMN93: eOH_Cur20_O3N2      ,float,    ,error oxygen abundance for Cur20_O3N2
#  COLUMN94: eOH_Cur20_O3S2      ,float,    ,error oxygen abundance for Cur20_O3S2
#  COLUMN95: eOH_KK04      ,float,    ,error oxygen abundance for KK04
#  COLUMN96: eOH_Ho      ,float,    ,error oxygen abundance for Ho
#  COLUMN97: e1OH_NB      ,float,    ,error1 oxygen abundancefor NB
#  COLUMN98: e2OH_NB      ,float,    ,error2 oxygen abundancefor NB
#  COLUMN99: eOH_HCm_no_interp      ,float,    ,error oxygen abundance for HCm_no_interp
#  COLUMN100: eOH_HCm_interp      ,float,    ,error oxygen abundance for HCm_interp
#  COLUMN101: edOH_IZI_J_dop_k_20      ,float,    ,lower error oxygen abundancefor IZI_J_dop_k_20
#  COLUMN102: euOH_IZI_J_dop_k_20      ,float,    ,upper error oxygen abundancefor IZI_J_dop_k_20
#  COLUMN103: edOH_IZI_mean_dop_k_20      ,float,    ,lower error oxygen abundancefor IZI_mean_dop_k_20
#  COLUMN104: euOH_IZI_mean_dop_k_20      ,float,    ,upper error oxygen abundancefor IZI_mean_dop_k_20
#  COLUMN105: edOH_IZI_max_dop_k_20      ,float,    ,lower error oxygen abundancefor IZI_max_dop_k_20
#  COLUMN106: euOH_IZI_max_dop_k_20      ,float,    ,upper error oxygen abundancefor IZI_max_dop_k_20
#  COLUMN107: edOH_IZI_J_dop_k_inf      ,float,    ,lower error oxygen abundancefor IZI_J_dop_k_inf
#  COLUMN108: euOH_IZI_J_dop_k_inf      ,float,    ,upper error oxygen abundancefor IZI_J_dop_k_inf
#  COLUMN109: edOH_IZI_mean_dop_k_inf      ,float,    ,lower error oxygen abundancefor IZI_mean_dop_k_inf
#  COLUMN110: euOH_IZI_mean_dop_k_inf      ,float,    ,upper error oxygen abundancefor IZI_mean_dop_k_inf
#  COLUMN111: edOH_IZI_max_dop_k_inf      ,float,    ,lower error oxygen abundancefor IZI_max_dop_k_inf
#  COLUMN112: euOH_IZI_max_dop_k_inf      ,float,    ,upper error oxygen abundancefor IZI_max_dop_k_inf
#  COLUMN113: edOH_IZI_J_levesque      ,float,    ,lower error oxygen abundancefor IZI_J_levesque
#  COLUMN114: euOH_IZI_J_levesque      ,float,    ,upper error oxygen abundancefor IZI_J_levesque
#  COLUMN115: edOH_IZI_mean_levesque      ,float,    ,lower error oxygen abundancefor IZI_mean_levesque
#  COLUMN116: euOH_IZI_mean_levesque      ,float,    ,upper error oxygen abundancefor IZI_mean_levesque
#  COLUMN117: edOH_IZI_max_levesque      ,float,    ,lower error oxygen abundancefor IZI_max_levesque
#  COLUMN118: euOH_IZI_max_levesque      ,float,    ,upper error oxygen abundancefor IZI_max_levesque
#  COLUMN119: edOH_IZI_J_byler      ,float,    ,lower error oxygen abundancefor IZI_J_byler
#  COLUMN120: euOH_IZI_J_byler      ,float,    ,upper error oxygen abundancefor IZI_J_byler
#  COLUMN121: edOH_IZI_mean_byler      ,float,    ,lower error oxygen abundancefor IZI_mean_byler
#  COLUMN122: euOH_IZI_mean_byler      ,float,    ,upper error oxygen abundancefor IZI_mean_byler
#  COLUMN123: edOH_IZI_max_byler      ,float,    ,lower error oxygen abundancefor IZI_max_byler
#  COLUMN124: euOH_IZI_max_byler      ,float,    ,upper error oxygen abundancefor IZI_max_byler
#  COLUMN125: edOH_IZI_J_byler_CSFR      ,float,    ,lower error oxygen abundancefor IZI_J_byler_CSFR
#  COLUMN126: euOH_IZI_J_byler_CSFR      ,float,    ,upper error oxygen abundancefor IZI_J_byler_CSFR
#  COLUMN127: edOH_IZI_mean_byler_CSFR      ,float,    ,lower error oxygen abundancefor IZI_mean_byler_CSFR
#  COLUMN128: euOH_IZI_mean_byler_CSFR      ,float,    ,upper error oxygen abundancefor IZI_mean_byler_CSFR
#  COLUMN129: edOH_IZI_max_byler_CSFR      ,float,    ,lower error oxygen abundancefor IZI_max_byler_CSFR
#  COLUMN130: euOH_IZI_max_byler_CSFR      ,float,    ,upper error oxygen abundancefor IZI_max_byler_CSFR
#  COLUMN131: eU_Dors_O32      ,float,    ,error log ionization parameter (U) for Dors_O32
#  COLUMN132: eU_Dors_S      ,float,    ,error log ionization parameter (U) for Dors_S
#  COLUMN133: eU_Mor16_O23_fs      ,float,    ,error log ionization parameter (U) for Mor16_O23_fs
#  COLUMN134: eU_Mor16_O23_ts      ,float,    ,error log ionization parameter (U) for Mor16_O23_ts
#  COLUMN135: eU_Mor16_S23      ,float,    ,error log ionization parameter (U) for Mor16_S23
#  COLUMN136: e1U_NB      ,float,    ,error1 log ionization parameter (U) for B
#  COLUMN137: e2U_NB      ,float,    ,error2 log ionization parameter (U) for B
#  COLUMN138: eU_HCm_no_interp      ,float,    ,error log ionization parameter (U) for HCm_no_interp
#  COLUMN139: eU_HCm_interp      ,float,    ,error log ionization parameter (U) for HCm_interp
#  COLUMN140: edq_IZI_J_dop_k_20      ,float,    ,lower error ionization parameterfor IZI_J_dop_k_20
#  COLUMN141: euq_IZI_J_dop_k_20      ,float,    ,upper error ionization parameterfor IZI_J_dop_k_20
#  COLUMN142: edq_IZI_mean_dop_k_20      ,float,    ,lower error ionization parameterfor IZI_mean_dop_k_20
#  COLUMN143: euq_IZI_mean_dop_k_20      ,float,    ,upper error ionization parameterfor IZI_mean_dop_k_20
#  COLUMN144: edq_IZI_max_dop_k_20      ,float,    ,lower error ionization parameterfor IZI_max_dop_k_20
#  COLUMN145: euq_IZI_max_dop_k_20      ,float,    ,upper error ionization parameterfor IZI_max_dop_k_20
#  COLUMN146: edq_IZI_J_dop_k_inf      ,float,    ,lower error ionization parameterfor IZI_J_dop_k_inf
#  COLUMN147: euq_IZI_J_dop_k_inf      ,float,    ,upper error ionization parameterfor IZI_J_dop_k_inf
#  COLUMN148: edq_IZI_mean_dop_k_inf      ,float,    ,lower error ionization parameterfor IZI_mean_dop_k_inf
#  COLUMN149: euq_IZI_mean_dop_k_inf      ,float,    ,upper error ionization parameterfor IZI_mean_dop_k_inf
#  COLUMN150: edq_IZI_max_dop_k_inf      ,float,    ,lower error ionization parameterfor IZI_max_dop_k_inf
#  COLUMN151: euq_IZI_max_dop_k_inf      ,float,    ,upper error ionization parameterfor IZI_max_dop_k_inf
#  COLUMN152: edq_IZI_J_levesque      ,float,    ,lower error ionization parameterfor IZI_J_levesque
#  COLUMN153: euq_IZI_J_levesque      ,float,    ,upper error ionization parameterfor IZI_J_levesque
#  COLUMN154: edq_IZI_mean_levesque      ,float,    ,lower error ionization parameterfor IZI_mean_levesque
#  COLUMN155: euq_IZI_mean_levesque      ,float,    ,upper error ionization parameterfor IZI_mean_levesque
#  COLUMN156: edq_IZI_max_levesque      ,float,    ,lower error ionization parameterfor IZI_max_levesque
#  COLUMN157: euq_IZI_max_levesque      ,float,    ,upper error ionization parameterfor IZI_max_levesque
#  COLUMN158: edq_IZI_J_byler      ,float,    ,lower error ionization parameterfor IZI_J_byler
#  COLUMN159: euq_IZI_J_byler      ,float,    ,upper error ionization parameterfor IZI_J_byler
#  COLUMN160: edq_IZI_mean_byler      ,float,    ,lower error ionization parameterfor IZI_mean_byler
#  COLUMN161: euq_IZI_mean_byler      ,float,    ,upper error ionization parameterfor IZI_mean_byler
#  COLUMN162: edq_IZI_max_byler      ,float,    ,lower error ionization parameterfor IZI_max_byler
#  COLUMN163: euq_IZI_max_byler      ,float,    ,upper error ionization parameterfor IZI_max_byler
#  COLUMN164: edq_IZI_J_byler_CSFR      ,float,    ,lower error ionization parameterfor IZI_J_byler_CSFR
#  COLUMN165: euq_IZI_J_byler_CSFR      ,float,    ,upper error ionization parameterfor IZI_J_byler_CSFR
#  COLUMN166: edq_IZI_mean_byler_CSFR      ,float,    ,lower error ionization parameterfor IZI_mean_byler_CSFR
#  COLUMN167: euq_IZI_mean_byler_CSFR      ,float,    ,upper error ionization parameterfor IZI_mean_byler_CSFR
#  COLUMN168: edq_IZI_max_byler_CSFR      ,float,    ,lower error ionization parameterfor IZI_max_byler_CSFR
#  COLUMN169: euq_IZI_max_byler_CSFR      ,float,    ,upper error ionization parameterfor IZI_max_byler_CSFR
#  COLUMN170: eNH_Pil16_R      ,float,    ,error nitrogen abundance for Pil16_R
#  COLUMN171: eNO_HCm_no_interp      ,float,    ,error nitrogen-oxygen ratio for HCm_no_interp
#  COLUMN172: eNO_HCm_interp      ,float,    ,error nitrogen-oxygen ratio for HCm_interp
#  COLUMN173: eNe_Oster_S      ,float,    ,error log electron density (cm^-3) for Oster_S
NGC5947-1,0.06035833333333334,0.20928745004395022,1.3229237873932151,8.617754494830084,8.553017141099485,9.164450310045325,,,8.759932173606707,9.253823652968288,8.667637579396592,8.646917644074081,8.53083712016886,8.701585119530547,8.702489289762973,8.741638698547126,8.71409541748922,8.477671654556286,8.841822031287444,,,,8.765861352570326,,9.099374332388068,8.919013501338707,8.73758575169727,7.87,7.83,9.085939288139343,8.994635080641569,9.065737267335257,9.065737267335257,9.007494922785048,9.065737267335257,8.766840774904598,8.656254736189734,8.734475927822517,9.01989898989899,8.99511797546791,9.01989898989899,9.041919191919192,9.013753486954643,9.041919191919192,-2.250446406198637,-3.0139780788480537,-2.675462692476367,-2.865196056134054,-3.801162893257153,-3.1717171717171717,-2.81,-2.56,7.3686868686868685,7.248326081566329,7.328282828282829,7.3686868686868685,7.314280727059709,7.3686868686868685,7.501655251088769,7.420532321182836,7.469290396179816,7.7495479756552,7.614190529238316,7.71924494535217,7.7495479756552,7.600664147394021,7.77985100595823,8.465963684599473,-1.0,-0.94,3.2474295016243238,0.022552249220778982,0.0006089052083552,0.0017684058233683317,0.006671898341977605,,,0.0026443451564386,0.010716274854273964,0.011883385140336662,0.009683426519847488,0.002124940390877532,0.0023899787437664712,0.006611123636627927,0.0020506736562195876,0.0021765316036243113,0.015675334760289296,0.0016031149615884565,,,,0.0016172898794718298,,0.005557086427571945,0.008519338156929972,0.04531313192964781,0.022656565964823017,0.35,0.35,0.22222222884496046,0.04040404160817479,0.029907917326749356,0.1317082491059498,0.1010101040204372,0.06060606241226196,0.10101010402043675,0.04040404160817457,0.0023637178620536936,0.09864638615838217,0.06060606241226241,0.04040404160817346,0.2912836237387224,0.08091211770520057,0.06742062023657747,0.14295088579694415,0.14564181186936098,0.06472969416416063,0.06606060606060593,0.06606060606060593,0.01925938960932383,0.0468012164512821,0.04404040404040499,0.02202020202020094,0.06606060606060637,0.0880808080808076,0.015874699075855148,0.05018590698475123,0.04404040404040366,0.022020202020202717,0.04561260737689995,0.00769616788090738,0.08823422410613435,0.03738738309581964,0.0305242248423654,0.08080808080808088,0.06060606060606055,0.0,0.0,0.3838383838383841,0.20202020202020243,0.14226547550572288,0.22137088813064043,0.22222222222222232,0.141414141414141,0.2626262626262621,0.2424242424242422,0.10721001998900181,0.19582028304130095,0.16161616161616088,0.14141414141414188,0.2912836941805752,0.14564184709028716,0.11306619954778352,0.14585263972383888,0.161824274544764,0.0970945647268584,0.3636363636363633,0.18181818181818254,0.10706679600735836,0.22626653732597468,0.21212121212121193,0.1212121212121211,0.4848484848484844,0.15151515151515138,0.12384344446609319,0.23979291917027012,0.30303030303030276,0.06060606060606055,0.026610876557035597,0.36,0.36,0.030215102019138063
NGC5947-2,0.3543526315789473,2.324009565734369,0.4368493762090432,8.503155628224551,8.456129035913943,8.932649413153529,8.604088112744575,8.610955541138024,8.615052763983465,8.95795533191663,8.502934268172936,8.514047879785172,8.469283352997769,8.552320453142757,8.331968469663785,8.668230384678317,8.655836508435593,8.620223853705673,8.76631769989576,8.749841619033425,8.670687252186026,8.71467721435321,8.673454218581606,8.109998224912625,9.005757465632565,8.584625096792083,8.62430292187315,7.68,7.68,9.065737267335257,8.955506605236922,9.045535246531168,9.065737267335257,8.973106899806922,9.045535246531168,8.718293504281478,8.6094407497051,8.685928657199398,9.01989898989899,8.96481245860656,9.01989898989899,9.01989898989899,8.984794910613767,9.041919191919192,-2.6979140475707037,-3.2835933822441437,-3.5410558348026586,-3.231972811357059,-5.154352290100449,-3.191919191919192,-2.82,-2.9,7.348484848484849,7.211267183472975,7.287878787878788,7.388888888888889,7.280484650288372,7.348484848484849,7.485472823634292,7.397922211335803,7.436925541270863,7.71924494535217,7.602803786638096,7.688941915049139,7.71924494535217,7.57828764081079,7.71924494535217,7.699942604698459,-0.95,-0.85,2.660961607395825,0.022484852485539983,0.0014036662832164286,0.00201136907808759,0.006572630374862394,0.0017317960637086305,0.002978974825711379,0.0030076546962057213,0.005001278347553441,0.0029534123660339127,0.0030547203247139137,0.002191044409580187,0.003021777697244912,0.005591512175931095,0.002532542069879834,0.0026717320389995337,0.004388648355252503,0.00261719279411314,0.0049578558528222865,0.0018921626780277723,0.004982277753387633,0.0020039020634754446,0.00893195375074533,0.0028448874116535536,0.004047294647680566,0.0679696978944726,0.022656565964824793,0.16,0.15,0.28282829125722264,0.04040404160817457,0.051385504334364285,0.1304326829024216,0.14141414562861065,0.040404041608175234,0.14141414562861132,0.04040404160817457,0.008379736492102552,0.11283238833242137,0.08080808321634869,0.040404041608175234,0.30746604727976257,0.09709454124624073,0.08533632791610501,0.1574000251994967,0.1618242354104018,0.0809121177051999,0.11010101010101003,0.0440404040404041,0.010974074768175246,0.05508653129243157,0.06606060606060682,0.0,0.08808080808080798,0.0880808080808082,0.008936324755180802,0.07914448332562785,0.06606060606060593,0.022020202020202717,0.014787422240969107,0.006377581261200077,0.028605177449743526,0.0121208379024337,0.40394527889710974,0.06060606060606055,0.040404040404040664,0.04,0.11,0.42424242424242475,0.18181818181818166,0.16581263801842905,0.19782372561793427,0.2424242424242422,0.1212121212121211,0.32323232323232354,0.20202020202020154,0.09361596341968514,0.2296163598126384,0.16161616161616177,0.16161616161616177,0.2912836941805752,0.1294594196358112,0.12282094460970416,0.13609789466191824,0.161824274544764,0.0970945647268584,0.3636363636363633,0.18181818181818166,0.1259830837101683,0.20735024962316562,0.21212121212121193,0.12121212121212199,0.45454545454545414,0.18181818181818166,0.1317699681858926,0.2318663954504716,0.2727272727272725,0.09090909090909172,0.010885711149477416,0.26,0.26,0.03448446399076004
NGC5947-3,0.454061111111111,2.9180875034787563,0.4262067063347557,8.4267919271878,8.329625692689678,8.735323580067911,8.509873156920014,8.46827220498597,8.42588888626494,8.843914599145334,8.473744575524933,8.516907088092365,8.460626264524826,8.470279457726749,8.189198709227567,8.52347408066929,8.503641088709603,8.477961607458038,8.835784345474757,8.718315848394399,8.577519943749094,8.569958107523428,8.53861759243811,,8.865149185632653,8.470199893272543,8.556333223978678,8.42,8.51,9.025333225727081,8.924988789439762,9.025333225727081,9.025333225727081,8.939862362346124,9.025333225727081,8.669746233658357,8.580647234472284,8.637381386576276,8.997878787878788,8.924050491859676,8.975858585858585,9.01989898989899,8.942448041297657,9.01989898989899,-2.2509422024467085,-3.0422804932830414,-2.6764217737431273,-2.8656024465013252,-4.362072910939254,-2.929292929292929,-2.96,-2.91,7.409090909090909,7.278972231513383,7.348484848484849,7.44949494949495,7.358909871982287,7.429292929292929,7.534020105997722,7.470733842778242,7.501655251088769,7.77985100595823,7.704142320011296,7.77985100595823,7.810154036261261,7.695545489984637,7.810154036261261,7.495529266196478,-0.99,-0.92,2.4690330072488833,0.02638589105508326,0.002975621467387529,0.002205490452410829,0.008841425579009379,0.0036712212909326652,0.00486270942777909,0.003297929648464795,0.00730165135301984,0.00414373483910256,0.025889105509629754,0.019625541003039752,0.005139724925514277,0.00828666506462048,0.003900183636521552,0.003571511759531887,0.005180832097235461,0.0021376947008562974,0.00670262619181501,0.0033848548029772937,0.006515789252074733,0.002527059420385161,,0.007848385469395723,0.00754771690874973,0.04531313192964781,0.04531313192964781,0.04,0.04,0.2828282912572224,0.06060606241226196,0.061271730145379566,0.14074847789549416,0.1616161664326985,0.040404041608175234,0.1616161664326985,0.06060606241226196,0.015539240639479646,0.12587490498913212,0.10101010402043653,0.040404041608175234,0.2912836237387224,0.11327696478728089,0.10509008330640879,0.1376462698091938,0.16182423541040092,0.08091211770520168,0.1321212121212123,0.02202020202020183,-0.007767689958505963,0.09584849803931306,0.044040404040403436,0.044040404040405434,0.13212121212121208,0.0440404040404041,0.01062985947947559,0.0774509486013315,0.08808080808080887,0.0,0.015098752230704802,0.00981590697641916,0.029207422347920755,0.012376026418610492,0.17802472156675772,0.06060606060606055,0.04040404040404022,0.01,0.02,0.42424242424242475,0.20202020202020154,0.17291162545277672,0.21092675838560648,0.2424242424242422,0.141414141414141,0.30303030303030365,0.2424242424242422,0.11143512450753956,0.23199921892680386,0.18181818181818166,0.16161616161616177,0.27510126672609925,0.14564184709028716,0.11472043877976112,0.12801597303738532,0.14564184709028805,0.0970945647268584,0.2727272727272725,0.18181818181818166,0.07580646556821691,0.19692080715905558,0.15151515151515138,0.1212121212121211,0.3333333333333339,0.1515151515151505,0.0975126658445884,0.20551763718571436,0.21212121212121282,0.09090909090908994,0.014376757633396263,0.13,0.13,0.0723396894455161
